,customer_id,age,gender,balance,num_of_products,credit_score,tenure,active_member,estimated_salary,has_cr_card,is_primary_account,churn
2556,2556,61,Female,20051.859006430874,3,419,0,0,101737.97368627766,0,0,0
2557,2557,50,Other,71112.32961549275,3,598,2,1,109999.68782258876,1,0,0
2558,2558,78,Male,53630.85347542523,1,442,5,0,71964.06628242761,0,1,0
2559,2559,26,Male,89806.78571732822,2,392,16,1,96587.01184119846,1,1,0
2560,2560,85,Male,81058.2433810541,4,596,29,1,77178.62654474309,0,0,0
2561,2561,52,Male,32247.11128461346,4,746,27,1,73061.12447638682,1,1,0
2562,2562,82,Female,50580.46230176674,2,779,21,0,24384.919858122237,0,0,0
2563,2563,25,Male,75051.49276387741,3,557,1,0,58047.18743578834,1,1,1
2564,2564,62,Male,19320.012747839166,4,821,25,1,84667.31246729803,0,0,0
2565,2565,64,Female,3159.7729817583354,3,674,29,1,59993.136809160766,1,0,0
2566,2566,57,Male,85230.45263082838,2,726,4,1,77954.09980822771,1,1,0
2567,2567,71,Female,13755.025749294824,1,400,10,0,108428.95514863828,0,0,1
2568,2568,63,Female,88941.14309537064,3,543,9,0,50284.37948441484,1,0,0
2569,2569,64,Male,91360.80238811446,1,322,14,0,101133.52887468757,1,0,0
2570,2570,32,Other,46070.043813715725,1,653,17,1,13194.970241807248,0,0,0
2571,2571,36,Male,80678.17123525782,2,765,16,1,103792.85028407002,1,1,1
2572,2572,43,Other,36319.124635413835,2,524,13,0,21734.502596768227,1,1,1
2573,2573,69,Female,85826.45485117468,1,743,27,0,45358.47962594346,1,1,0
2574,2574,39,Other,82468.18841667168,1,568,29,0,66478.91820222198,1,0,0
2575,2575,38,Male,7851.8389701202395,4,832,29,1,81503.86548817974,0,0,0
2576,2576,68,Male,58260.17407523671,4,613,27,1,114842.31653476624,1,0,1
2577,2577,55,Other,63999.89035967481,2,419,12,1,43773.339955173964,1,1,0
2578,2578,37,Male,85.72906882160503,3,780,19,0,19388.363312766152,0,0,0
2579,2579,46,Other,97991.83187292954,1,419,1,0,60471.916820879786,0,0,0
2580,2580,68,Female,40656.75749007108,3,435,24,1,47979.50207816583,1,0,0
2581,2581,21,Other,51734.32058592131,1,376,11,1,76013.10316877217,1,1,0
2582,2582,72,Other,19480.407979302094,2,653,26,1,111506.07852282254,0,1,0
2583,2583,88,Other,61091.85775172612,3,357,10,1,80769.39163724576,1,1,0
2584,2584,45,Other,81061.98662793588,2,385,18,1,73581.56819828562,0,0,1
2585,2585,21,Female,58589.23457197282,1,300,11,1,37069.303971445115,1,0,1
2586,2586,39,Female,78803.50458020972,2,376,24,0,39124.06091145221,0,1,0
2587,2587,62,Female,73110.79607181669,3,821,3,0,57968.34830511698,0,0,0
2588,2588,84,Other,23765.781152713804,4,743,9,0,108042.16222813068,0,1,0
2589,2589,83,Female,43581.28411091541,2,447,11,0,73743.20922789947,1,1,0
2590,2590,51,Male,14862.688443640858,3,824,6,1,64411.25438497496,0,1,0
2591,2591,72,Female,4193.587507510199,2,485,22,0,69680.227301562,1,0,0
2592,2592,18,Other,6306.895526413092,2,821,5,0,101716.04654264273,0,1,1
2593,2593,89,Male,94249.99298728905,4,461,7,0,84568.37623002178,1,1,0
2594,2594,55,Other,98453.74591343784,3,589,26,1,112016.74929214404,1,0,1
2595,2595,23,Male,9497.750804983996,3,720,10,0,73991.49714908637,1,1,0
2596,2596,42,Other,33519.34351720487,3,495,5,0,31563.146335045723,1,1,1
2597,2597,34,Other,11442.06801560227,1,333,24,1,12059.843199785504,1,0,0
2598,2598,78,Male,83422.8823368969,2,707,20,1,44882.529754082665,1,0,0
2599,2599,29,Female,49629.709164028165,4,596,26,1,16900.962785520613,0,1,0
2600,2600,23,Male,62126.17559255493,3,836,2,0,54777.153410800725,1,1,1
2601,2601,44,Male,53991.08657350062,4,335,20,0,30667.918686843605,1,0,0
2602,2602,25,Male,71025.3583840716,1,563,19,1,54540.45898292354,0,1,0
2603,2603,82,Male,31913.224331706057,1,681,18,0,53912.35995558645,0,0,0
2604,2604,74,Male,13749.33545300323,4,413,0,0,40389.597645924616,1,0,0
2605,2605,57,Other,1762.0002729713979,3,742,23,0,81810.13705538816,0,1,0
2606,2606,31,Other,44569.288862593814,4,462,3,0,57677.71939402921,0,1,0
2607,2607,52,Female,90783.44287914372,3,337,27,1,108280.19373622166,0,0,0
2608,2608,65,Female,30526.653801226665,3,391,18,0,18368.84494400285,1,1,0
2609,2609,73,Male,19595.682113562307,1,400,27,1,55168.594700438574,0,1,0
2610,2610,66,Female,92604.27462471071,4,806,19,0,95354.46087473705,1,0,0
2611,2611,30,Female,10544.863875129418,1,478,16,1,64398.88110244914,0,1,0
2612,2612,78,Male,5180.103341581011,2,583,27,0,116268.93999291738,1,0,0
2613,2613,66,Other,87941.31749554379,1,654,21,0,29230.526754489943,0,1,0
2614,2614,63,Other,70090.93819546892,3,596,18,0,44762.661403487466,1,1,0
2615,2615,79,Female,42206.86381374128,4,834,23,1,22776.946396153216,1,0,0
2616,2616,25,Other,75234.3973008841,2,787,26,0,37140.26169178708,0,0,0
2617,2617,60,Other,74143.99520442692,2,578,13,1,83978.54770860996,0,1,0
2618,2618,37,Female,4006.056326058294,2,843,29,0,63564.05970562504,1,1,0
2619,2619,56,Male,67624.681206184,2,654,29,0,27827.39526833531,1,0,1
2620,2620,66,Female,64087.23774527126,4,618,28,0,62216.45762564804,0,0,0
2621,2621,81,Female,96377.91364163035,3,494,9,1,103214.16047515944,0,1,1
2622,2622,79,Female,96662.26101597636,2,392,20,1,58380.844347962775,0,0,0
2623,2623,71,Male,37779.932620204396,3,732,8,1,11453.598189280512,0,0,1
2624,2624,26,Male,58984.19118882183,1,326,24,0,16041.369276719723,0,0,0
2625,2625,54,Male,14135.737488837874,3,714,15,0,58193.23670085973,0,0,0
2626,2626,66,Male,6645.652595713403,2,461,14,0,75256.96382880573,0,0,0
2627,2627,58,Female,43277.98722589025,1,400,26,1,107518.63173076668,0,0,0
2628,2628,34,Other,68988.20108350104,1,772,15,1,118015.76668499807,1,0,0
2629,2629,38,Female,56776.11222977269,1,457,17,0,117841.37207090188,0,0,0
2630,2630,68,Male,42965.69221860019,2,791,20,0,71368.33766097412,1,1,0
2631,2631,76,Other,81811.2546774591,3,308,22,1,13930.34673755374,0,0,0
2632,2632,56,Female,79442.7472183747,4,511,22,1,33483.03370882991,0,1,1
2633,2633,72,Other,73194.20550777613,3,738,9,0,57776.48869791524,0,1,0
2634,2634,58,Male,7703.224815376108,2,410,2,1,106764.35564410218,0,0,0
2635,2635,56,Other,79646.96278956436,2,502,6,1,12371.479513430995,1,1,0
2636,2636,30,Other,91942.13159947,1,364,6,1,66027.33786067735,0,0,0
2637,2637,81,Male,5944.208829091646,3,460,19,1,81881.2016308441,1,1,0
2638,2638,28,Other,40167.138880853505,2,713,10,1,41705.2816402416,1,1,1
2639,2639,36,Female,98835.54897165878,2,565,22,0,44724.62080130474,0,0,1
2640,2640,28,Other,59923.885846828365,4,504,23,0,52726.973116364214,1,0,0
2641,2641,63,Female,51357.740212746285,3,455,2,1,40205.36984629984,1,1,0
2642,2642,62,Other,17744.614746874355,1,472,17,0,58090.726709305665,1,1,1
2643,2643,18,Other,56548.62833341699,1,607,24,1,27390.224361706438,1,1,1
2644,2644,57,Male,43904.326046945294,1,749,27,0,31926.508476940762,1,1,0
2645,2645,36,Male,12744.305557012303,3,361,11,0,14084.977106340968,1,1,0
2646,2646,89,Female,46433.265261803426,2,672,22,0,55244.61165873998,1,0,0
2647,2647,89,Male,16439.930517526045,2,759,16,1,87807.2077561853,1,1,0
2648,2648,78,Male,73066.36217260566,4,774,25,0,65676.74169362271,1,0,0
2649,2649,29,Male,97364.8366143623,4,680,25,0,68372.35679858773,1,0,0
2650,2650,78,Male,46957.70484256961,2,385,8,1,59494.098841980056,0,0,0
2651,2651,50,Male,63236.833191461286,2,442,4,0,74333.13734093399,1,0,0
2652,2652,62,Female,43097.55247668423,3,306,17,0,35264.39915249494,0,0,1
2653,2653,86,Female,13845.385365700535,4,594,22,1,32826.737981005135,0,1,0
2654,2654,25,Male,97055.52864754987,1,818,8,0,113616.0878897938,0,1,0
2655,2655,42,Male,12957.86640840797,1,825,12,1,59545.034471956125,1,1,0
2656,2656,63,Female,11162.680851354067,1,333,2,1,100989.33898850504,1,1,0
2657,2657,47,Other,45917.29416713005,1,628,3,1,110851.49275987156,0,0,1
2658,2658,64,Female,65888.72657669321,2,333,24,1,77637.17451712089,1,0,0
2659,2659,66,Other,35492.327097289126,2,705,17,0,42867.25955612493,1,0,0
2660,2660,64,Male,19251.7022196903,3,317,19,1,84778.3532437774,0,1,0
2661,2661,35,Male,81896.33680274762,1,729,20,0,57400.52827818928,0,1,0
2662,2662,83,Female,36310.33206095512,2,727,14,1,117037.49113231926,0,0,0
2663,2663,85,Male,19432.09733839072,2,592,19,1,99241.85695811473,0,0,1
2664,2664,50,Other,36508.48775068701,2,379,22,0,99643.93056552992,0,1,0
2665,2665,53,Other,21455.420764279097,1,385,5,1,74755.79127132522,1,0,1
2666,2666,36,Female,51944.77378123406,2,347,8,1,10925.709734895792,0,0,1
2667,2667,45,Other,66828.93861376992,4,383,10,1,101500.27942018164,1,1,1
2668,2668,57,Female,79955.7377199186,1,607,28,1,12790.908283492949,0,0,0
2669,2669,32,Female,22756.203031986588,1,551,28,0,23459.386712895855,1,0,1
2670,2670,58,Other,16695.40057044455,4,780,12,1,102253.6031607032,0,0,0
2671,2671,56,Other,1960.3420895220158,3,479,3,0,34067.44701163344,1,0,0
2672,2672,19,Other,22808.776834724264,3,609,26,1,102523.8761396646,1,0,1
2673,2673,80,Other,2390.535249779624,1,725,14,1,35998.597667223716,0,0,0
2674,2674,46,Other,34547.420368905936,1,785,24,0,94777.91519265603,0,0,0
2675,2675,83,Other,14569.308883003661,1,338,16,0,69639.4057947836,0,1,0
2676,2676,68,Other,57989.55982277842,4,578,11,0,83809.32500372997,0,1,0
2677,2677,27,Male,38372.67594912731,2,675,5,1,102188.9486511896,0,1,0
2678,2678,31,Female,9358.534107075955,4,340,6,1,118243.12560940602,0,1,0
2679,2679,68,Female,39986.646303659414,2,346,24,0,19426.09916496381,0,1,1
2680,2680,56,Other,20934.811596785163,2,783,16,1,85392.16183173581,1,1,0
2681,2681,45,Female,68017.73513401055,3,484,10,1,115459.80291676735,1,0,1
2682,2682,20,Other,36443.62447707399,4,371,11,0,51117.51869798896,1,1,0
2683,2683,87,Male,14703.00092151461,4,641,27,0,46711.93180461026,1,0,1
2684,2684,44,Female,34960.17324042866,1,542,12,0,84797.46878749106,0,1,0
2685,2685,19,Female,22437.833393018547,4,627,0,1,54214.616236313756,0,0,0
2686,2686,55,Male,79577.90016383861,2,452,17,0,33590.65680178866,1,0,0
2687,2687,20,Male,98336.75603649452,2,554,21,0,27761.379438725067,1,1,1
2688,2688,33,Male,2549.1389029767442,4,723,18,1,31189.323501037245,1,1,1
2689,2689,57,Female,69002.01373152819,3,531,10,0,87474.21326256849,1,0,0
2690,2690,19,Female,26395.78336234866,3,828,29,1,111056.4617803071,0,0,1
2691,2691,58,Male,6640.864386929446,1,795,21,0,98661.50678041085,0,1,0
2692,2692,29,Male,1435.1309585293516,1,475,17,0,59302.18101118266,0,1,1
2693,2693,52,Male,88100.96692124273,2,442,28,1,68146.12664995756,0,0,0
2694,2694,82,Male,35360.65020777995,4,316,9,0,78219.07788264284,1,1,0
2695,2695,72,Male,99454.3892090604,2,548,5,0,73794.1294652952,1,1,0
2696,2696,62,Other,44237.71676302123,2,334,22,0,116532.00203321008,1,0,0
2697,2697,79,Male,18759.77517713744,4,445,21,1,107536.23835751106,1,0,0
2698,2698,66,Other,77714.35685225458,2,464,1,1,14789.420087351435,1,1,0
2699,2699,42,Female,92649.22163672987,2,410,4,0,101934.24325188802,1,1,0
2700,2700,40,Female,81562.1030775491,3,373,9,1,22546.705779876967,0,1,0
2701,2701,41,Other,74519.92340275277,1,653,14,1,85923.04909082594,1,1,0
2702,2702,55,Male,33469.96945191685,3,573,28,1,41421.50139058917,0,1,1
2703,2703,45,Female,6449.03638950427,1,578,13,1,95072.17428513747,1,1,0
2704,2704,38,Male,20129.93485600898,1,330,5,0,10946.686375391062,0,0,1
2705,2705,71,Male,44681.0254247401,1,825,13,0,52049.8986077244,1,1,0
2706,2706,35,Other,95619.9870014404,3,834,23,0,12367.45466230406,0,0,0
2707,2707,53,Female,72285.41796753541,4,809,24,0,114888.30242052481,0,1,0
2708,2708,62,Female,82828.30451682473,2,813,20,1,11690.141261099612,0,0,0
2709,2709,70,Other,27729.3896906476,4,477,13,0,27081.893107267442,0,0,1
2710,2710,47,Male,68382.30274535032,4,628,11,0,69320.00641828496,1,1,0
2711,2711,77,Male,86243.81433779965,1,471,22,0,81076.62135946,0,1,0
2712,2712,49,Female,47941.15148965845,1,695,3,0,90189.03850460457,1,1,1
2713,2713,84,Other,42989.18602307587,3,334,25,0,37159.25866118394,1,0,0
2714,2714,84,Other,71940.45134317788,3,596,11,0,43109.45064213944,1,1,1
2715,2715,45,Male,55991.16862447463,2,768,20,1,36389.31924559191,0,0,0
2716,2716,61,Male,99317.10831940439,4,794,16,1,36848.01045371854,1,0,0
2717,2717,58,Other,42510.28007285616,4,534,28,0,95997.22058104069,1,0,0
2718,2718,80,Female,17594.32773249866,2,338,18,0,114279.86761507239,1,0,0
2719,2719,40,Male,47193.50527863129,1,518,15,0,75538.32291620811,1,1,0
2720,2720,65,Other,23520.499309773135,3,516,17,1,27317.36491999405,1,0,1
2721,2721,49,Other,56125.3820794501,2,719,5,1,17197.61037252277,1,0,1
2722,2722,74,Other,12579.699243794585,4,473,8,0,36309.42266104069,1,1,1
2723,2723,50,Female,94997.6273549186,2,412,25,0,29557.385451204944,1,0,0
2724,2724,41,Male,85982.28815401609,2,473,18,1,73637.32825543985,0,1,0
2725,2725,56,Male,15556.53971088704,4,373,11,0,86772.37334621692,0,0,0
2726,2726,51,Male,17239.29227470097,4,835,10,0,10504.985918308326,0,0,0
2727,2727,73,Female,51243.86744880165,3,331,27,1,58358.239881578425,0,0,0
2728,2728,45,Male,77288.13870417251,3,553,15,1,78527.7180831444,1,1,0
2729,2729,54,Male,21907.933566752945,4,796,1,1,31216.325507181915,0,1,0
2730,2730,24,Male,6097.171955953185,3,412,17,0,109106.79178648301,0,1,1
2731,2731,85,Male,54553.42765826151,3,494,29,1,70391.34972512469,1,1,1
2732,2732,54,Female,69159.711410201,3,827,5,1,47993.755640485695,1,1,1
2733,2733,73,Other,24436.5491292717,4,740,25,0,12054.31762291145,0,0,0
2734,2734,82,Other,73976.77877506381,1,788,21,1,63273.755106352786,0,0,1
2735,2735,82,Male,95064.37849446086,1,796,4,1,46954.063611561534,0,1,1
2736,2736,64,Male,13707.444268547286,3,323,8,1,116650.09211924061,0,0,0
2737,2737,37,Male,51102.90653086953,1,589,12,0,51663.04599913204,0,1,0
2738,2738,36,Female,5684.19506815826,3,607,6,0,111310.81569820059,1,0,0
2739,2739,46,Male,20666.100723071555,1,603,22,1,85465.98251098204,0,0,1
2740,2740,77,Female,8981.935346107328,1,337,26,0,18135.936328199183,0,1,0
2741,2741,35,Male,40400.662308020255,2,685,0,0,112599.25252935309,0,0,0
2742,2742,52,Male,82083.17903747575,3,381,9,0,28529.326591193534,1,1,0
2743,2743,60,Other,57713.04505217814,1,417,25,1,59282.59239506553,0,0,1
2744,2744,28,Male,22258.483716543076,1,349,17,0,111530.44240034817,0,1,0
2745,2745,66,Female,4011.0647095723098,2,373,11,0,101136.08752374395,0,0,0
2746,2746,55,Other,55339.819528675296,1,405,2,0,63633.99749147863,0,1,0
2747,2747,81,Female,13279.6714990571,2,625,4,1,32761.259587729983,1,0,0
2748,2748,86,Other,34273.40273637573,1,655,13,0,66018.71535140616,0,0,1
2749,2749,25,Female,51019.2258913606,2,767,26,0,70239.78125499129,0,0,0
2750,2750,51,Other,90373.25356861924,2,583,14,0,119663.02803392588,0,1,0
2751,2751,65,Female,8182.332708871698,4,484,11,0,100643.44157904296,0,1,0
2752,2752,73,Female,66860.75922668305,3,453,3,1,104744.87263511022,1,0,0
2753,2753,82,Male,1408.1285504878526,4,417,23,0,118480.61672333372,1,0,1
2754,2754,48,Other,62990.85523602959,3,566,15,1,67565.12833521272,0,0,0
2755,2755,21,Other,55153.24893305936,1,684,10,0,74374.91378241038,1,0,0
2756,2756,67,Male,81186.66200900677,3,554,3,1,59988.86386726546,1,1,0
2757,2757,86,Female,53166.247286447935,4,540,5,0,23799.944770074246,0,1,0
2758,2758,47,Female,35261.65997261374,3,470,24,1,67778.23958091324,0,0,1
2759,2759,76,Other,24275.08713282266,4,847,15,1,74084.77732366441,0,0,1
2760,2760,84,Female,8524.974178207302,3,484,1,1,36099.935964480974,0,0,0
2761,2761,62,Other,53461.26742964312,1,709,12,0,96110.67388513533,0,1,0
2762,2762,21,Other,88832.19266485685,1,445,7,1,23693.056087867473,0,1,0
2763,2763,43,Female,51474.44939556895,3,337,11,0,65219.9174424309,1,1,0
2764,2764,44,Female,73910.28574658923,3,789,20,1,82898.43932264124,1,0,0
2765,2765,63,Female,29843.49382175756,1,561,25,0,16042.445246710167,0,0,0
2766,2766,81,Male,44813.08598747678,3,425,5,0,98445.86405956114,1,0,0
2767,2767,68,Other,32460.32034459314,2,644,2,1,43456.9612349482,1,1,0
2768,2768,67,Female,10926.611135489738,1,560,14,0,88952.41286610451,1,1,0
2769,2769,23,Male,41698.86032835049,1,742,7,0,21903.01765635112,0,1,0
2770,2770,76,Female,76428.72318372164,4,407,29,1,78232.84700637439,1,1,0
2771,2771,32,Other,39497.49995445172,4,736,1,0,71293.33357555582,1,1,1
2772,2772,47,Male,65017.92222182673,2,813,15,0,26500.285214566116,1,1,0
2773,2773,59,Other,75861.54840508603,3,389,12,0,78721.93847179717,0,1,0
2774,2774,54,Female,32273.622721632266,2,514,0,1,86045.65971369298,1,1,0
2775,2775,59,Female,79751.45596054768,3,618,10,0,64835.25795368549,1,0,0
2776,2776,52,Female,33892.57169697096,4,356,27,1,73643.4441858877,0,0,0
2777,2777,23,Male,25610.706046045605,3,701,0,1,107616.15131410107,0,1,0
2778,2778,85,Male,22244.616775986502,4,521,7,1,86747.33159040296,0,1,0
2779,2779,35,Male,19990.41457248393,1,774,1,1,109655.01296698512,0,1,0
2780,2780,46,Male,73712.40728133968,1,407,12,0,70757.83490835295,1,1,1
2781,2781,76,Female,88750.92610569176,3,479,28,0,29233.836710790583,1,0,0
2782,2782,64,Female,23064.847418528923,4,476,20,0,37091.986571346795,1,0,0
2783,2783,34,Female,8524.029779615394,2,786,1,0,29405.162125923925,1,0,0
2784,2784,39,Male,31376.69762884384,4,713,26,0,46877.34048968952,1,1,0
2785,2785,85,Male,65784.72389213587,4,336,3,1,62528.97651324874,0,1,0
2786,2786,86,Female,36852.00922260389,4,567,24,1,38152.46418496993,0,1,0
2787,2787,54,Female,54917.65392112188,1,687,1,1,62319.82260899451,1,0,0
2788,2788,66,Male,74430.49656751953,4,653,12,0,50079.38907574998,1,0,0
2789,2789,30,Other,40847.85311550485,3,569,3,1,71088.19910799927,0,0,0
2790,2790,51,Female,99969.48313711949,1,568,28,0,57136.51508122194,1,1,1
2791,2791,70,Female,29794.92602355025,1,741,25,0,57750.208833934266,1,1,0
2792,2792,68,Female,97824.8351872617,1,604,20,0,63968.33023742575,1,0,0
2793,2793,20,Male,20302.966523311396,4,545,25,1,118666.27536383385,1,0,1
2794,2794,59,Female,11093.174326428978,2,477,14,1,71220.3293140879,1,0,0
2795,2795,49,Female,75083.06250943679,4,366,28,1,89567.15065952798,1,1,1
2796,2796,68,Female,70230.9656651198,4,576,25,1,55842.015040098806,1,1,1
2797,2797,63,Female,81116.93472424644,2,507,20,1,45843.3963064648,0,0,1
2798,2798,38,Female,34359.04217333049,4,606,11,0,110823.49175736232,0,0,0
2799,2799,61,Other,93080.76538529836,3,849,11,1,91659.63606562835,1,1,0
2800,2800,28,Other,11948.142837307885,2,837,4,1,74067.2742333485,0,0,0
2801,2801,85,Female,3027.7101331126155,3,817,28,1,47007.44230071836,0,1,0
2802,2802,18,Female,30056.38851119715,3,573,9,0,38364.63012610929,1,1,0
2803,2803,80,Female,79732.44634002504,1,532,25,1,37727.88477109716,0,0,0
2804,2804,41,Female,67298.23072736482,1,413,1,1,65410.39209085187,0,1,0
2805,2805,30,Male,43620.876422262314,2,433,7,0,106230.25127089632,1,0,1
2806,2806,28,Male,25625.361419433546,4,724,26,1,106915.2602355048,0,1,0
2807,2807,68,Male,5927.27867679772,3,324,4,0,91948.37901326649,1,1,1
2808,2808,34,Other,33750.55784474725,4,579,21,0,69674.02847269922,0,1,0
2809,2809,41,Female,46001.97677547496,3,642,7,1,35840.07115142091,0,1,0
2810,2810,36,Male,68702.38380712052,1,371,23,1,62673.7654146858,1,1,0
2811,2811,54,Female,64597.1954946431,1,500,12,1,86419.48071320333,1,1,0
2812,2812,25,Female,94734.49029318779,1,625,28,0,75451.83142851564,1,1,0
2813,2813,45,Other,10039.591905286105,2,332,12,1,66543.75377485581,1,1,1
2814,2814,22,Other,33634.01228791364,3,396,25,0,57103.27814866603,1,1,0
2815,2815,34,Male,48157.80819368983,4,562,22,0,92776.57261930668,0,1,0
2816,2816,53,Male,67069.57938539893,3,369,14,1,102645.86360021426,0,0,0
2817,2817,36,Other,49545.16914414063,4,592,14,1,89520.23607882793,1,1,1
2818,2818,81,Other,91275.82319467387,4,506,23,0,113172.02910717895,1,1,0
2819,2819,28,Female,60867.234559981356,4,471,25,1,95786.08408692613,1,0,0
2820,2820,71,Female,3966.5409691215236,3,694,10,0,59566.53372137114,0,0,0
2821,2821,62,Male,11365.59690661343,1,555,22,1,77842.88346855373,0,0,0
2822,2822,64,Male,75349.55614805585,2,563,9,1,65480.39198014174,1,0,0
2823,2823,29,Other,71578.76963462943,2,563,5,1,70095.56266294663,0,0,0
2824,2824,38,Male,15349.700182570514,1,816,4,1,108526.9850387102,0,0,0
2825,2825,28,Female,5890.866106566606,2,309,4,0,43094.436791794964,0,1,0
2826,2826,22,Other,57871.78554398685,4,570,7,0,11440.427401915957,1,1,1
2827,2827,73,Female,63573.88320267334,2,611,0,0,86521.14801797773,1,0,0
2828,2828,37,Other,13529.96375128349,3,669,1,0,29911.50504593609,1,0,0
2829,2829,58,Other,47361.93210408153,1,690,16,0,26965.565792039364,1,0,0
2830,2830,63,Female,30583.152911841295,1,414,28,0,119172.38289129165,0,0,1
2831,2831,29,Male,93130.56456368876,1,643,25,1,39345.27821080192,0,0,0
2832,2832,87,Male,21919.98033894046,1,709,6,1,32414.453552542673,1,1,0
2833,2833,34,Male,73326.07259032996,3,845,28,0,31008.16043842062,0,1,0
2834,2834,36,Male,51813.391334433756,4,677,24,0,55358.889407966504,1,0,0
2835,2835,43,Female,1152.1012026043386,4,755,22,0,55035.96088974757,1,0,0
2836,2836,65,Other,51699.858321261774,4,722,8,0,79574.94512962132,1,0,0
2837,2837,69,Female,9947.214991950148,2,743,3,0,21400.255976435088,0,0,0
2838,2838,87,Male,65906.21958253116,4,496,6,0,79898.94008787244,1,1,0
2839,2839,72,Male,56552.35303815722,2,662,27,1,59899.61896831475,0,0,0
2840,2840,50,Female,1042.7227333474564,3,709,9,1,32841.95027394166,0,1,1
2841,2841,79,Other,20469.28295829813,2,693,15,0,95604.31615612174,1,1,0
2842,2842,40,Female,77622.50528720226,4,808,9,0,62146.919988774396,0,1,1
2843,2843,32,Female,27577.261430202117,1,593,6,1,88876.73653827465,1,1,0
2844,2844,44,Female,49928.34011630531,3,324,25,1,111262.6532220114,1,1,0
2845,2845,81,Other,31199.861440918376,4,536,25,1,48874.52615412591,1,1,0
2846,2846,68,Female,92152.685639754,4,760,1,1,108769.48930563392,0,1,0
2847,2847,70,Female,53657.70177834341,4,620,1,1,32037.56320740557,1,1,0
2848,2848,68,Male,69617.35148560209,3,399,7,0,34434.3470178986,1,1,0
2849,2849,64,Female,8347.610469710798,1,707,13,1,83006.7318498535,0,1,0
2850,2850,21,Male,4033.5987532752138,1,454,17,1,21289.484205443747,0,0,0
2851,2851,24,Male,25922.81950671309,1,733,0,1,60025.80102090264,0,0,0
2852,2852,52,Male,30913.429225365406,4,733,16,1,33521.55023839371,0,1,0
2853,2853,65,Other,68768.05411799019,2,442,16,1,72794.19775527653,0,0,0
2854,2854,89,Male,56913.05027124412,4,828,21,1,98750.4750268689,1,0,0
2855,2855,62,Female,37457.96069349853,1,584,4,1,14666.690579937589,1,0,0
2856,2856,89,Female,65411.748417801085,3,304,15,1,55464.10207344496,0,0,0
2857,2857,36,Male,16356.574733628715,2,822,6,1,90373.98759168935,0,1,0
2858,2858,80,Male,6348.96948147059,2,735,14,1,47647.97331022174,0,1,1
2859,2859,55,Female,85450.50923182005,4,717,18,1,14587.66578572294,0,1,0
2860,2860,84,Male,56394.61282688776,3,380,20,0,75051.83452105077,0,0,1
2861,2861,76,Other,64909.52736374213,2,844,1,1,23218.0973269846,0,0,0
2862,2862,86,Male,30724.225074957412,1,676,26,1,50691.16727822628,0,0,0
2863,2863,30,Other,37195.49577376997,4,458,15,0,118958.65072036756,1,1,0
2864,2864,64,Other,8236.744715297573,4,516,24,1,53782.196568531865,0,1,0
2865,2865,78,Other,85698.81878017735,1,344,8,1,102714.26409052059,0,0,0
2866,2866,48,Male,59243.94500789348,1,514,19,1,104578.68578140123,1,1,0
2867,2867,39,Other,8362.766317994063,1,810,17,0,38911.428643912295,0,1,0
2868,2868,60,Other,80452.95997250006,2,427,9,0,75505.54778466279,0,0,0
2869,2869,84,Male,44411.53695169745,3,553,23,0,114220.4530256559,1,0,0
2870,2870,71,Other,76510.13501700132,2,849,19,1,76696.58936635464,1,1,1
2871,2871,27,Male,1261.9862089148005,3,651,20,0,99457.97683260535,0,0,0
2872,2872,59,Female,2873.9696972122642,4,840,3,1,60881.92154400614,0,1,1
2873,2873,81,Other,17078.295878214467,3,463,29,0,89126.01406612885,1,1,0
2874,2874,38,Male,21091.655614067982,1,834,1,1,12403.71927075156,1,1,0
2875,2875,83,Female,76395.55303101377,2,430,29,0,96622.08043792126,1,0,0
2876,2876,58,Other,70669.41640165981,1,803,13,0,83903.43766945654,0,0,0
2877,2877,41,Other,61608.81191298282,4,723,21,1,49473.3616866689,0,0,0
2878,2878,52,Male,88485.88964833388,2,483,0,1,55868.45014378787,1,1,0
2879,2879,73,Female,24714.87836563663,2,822,27,1,45927.52974642826,1,0,0
2880,2880,47,Male,90440.49039044483,1,534,7,1,67671.52443489378,1,0,1
2881,2881,74,Other,90947.10692651825,2,430,10,1,21954.319761285955,0,0,0
2882,2882,64,Other,43425.97601868639,1,313,0,0,102940.64322967114,1,1,0
2883,2883,52,Other,9438.620042016888,3,679,4,1,62585.90463336883,0,1,0
2884,2884,36,Other,72655.9908189525,4,359,24,1,14741.239616375322,0,0,0
2885,2885,25,Female,33692.867264707915,1,591,12,1,70825.7914942647,1,0,0
2886,2886,43,Female,79492.95174367307,4,459,16,0,112356.88493380697,0,1,0
2887,2887,88,Male,16369.028390380314,2,746,9,1,19620.65566711599,0,0,0
2888,2888,47,Male,53951.51135743653,4,837,22,0,23551.182190392603,0,1,0
2889,2889,24,Male,50807.37303182109,4,685,29,1,52590.16113531027,1,1,0
2890,2890,84,Other,10031.44905696135,4,369,6,1,90918.66868083156,1,0,0
2891,2891,82,Male,36333.282567265844,2,681,12,1,76508.41307828815,1,0,0
2892,2892,53,Female,8475.531344672805,3,524,20,0,60375.54393649068,0,0,0
2893,2893,42,Male,46474.03095122474,3,807,3,1,119202.04800314696,0,1,1
2894,2894,54,Male,84290.45586137929,3,339,24,1,30437.261147043537,1,1,0
