Rating,Date,Body,Sentiment
1,2023-09-12,Super lenta,negative
5,2023-09-12,Bueno,positive
1,2023-09-12,Esta ap tinta muchas fallas principales con las fechas de nacimiento de los 2000 & no resulven nada,negative
5,2023-09-12,"Agreguen sistema de alertas, es lo único que falta",positive
1,2023-09-12,Las actualizaciones dejaron a la aplicación demasiado lento y sin poder hacer los procesos,negative
5,2023-09-12,Excelente,positive
1,2023-09-12,"De principio muy bien la verdad la utilizaba para todo ,pero llevo días esperando que compongan la aplicación y nomás nada ,estoy pensando seriamente en cambiarme de banco ,la aplicación ni sirve pues para que sigo utilizando la tarjeta también",negative
1,2023-09-12,Se traba muchísimo y te saca de la aplicación,negative
5,2023-09-12,Excelente,positive
1,2023-09-12,"No me permite realizar transferencias , compras en línea. Ya fui a la sucursal y me comentan que es problema de app que ellos no pueden ayudar",negative
5,2023-09-12,Quiero ser criente,positive
2,2023-09-12,"Ya no me esta funcionando, ya no me puedo meter, según xk mis datos están incorrectos, pero si están bien, ya cheque varias veces",negative
5,2023-09-12,Excelente app,positive
5,2023-09-12,Excelente,positive
5,2023-09-12,"Excelente BanCoppel ,te deja realizar tus pagos sin problemas ????",positive
1,2023-09-12,No funciona!!!!,negative
1,2023-09-12,No me deja ver ni descargar mis Estados de cuenta para comprobar ingresos,negative
1,2023-09-12,Falla mucho .,negative
5,2023-09-12,"La app me función excelente. es una buena herramienta para realizar movimientos de manera muy rápida. Pueden mejorar el apartado de los ""APARTADOS"" ya que el abono del apartado es automático para que el apartado termine en cierto tiempo, pero por que no hacerlo de manera manual y sin importar la cantidad que se quiera juntar "" como tener una subcuenta de ahorro de la cuenta personal.",neutral
1,2023-09-12,"Es una porquería está aplicación, insegura y solo por comentar le doy una estrella porque ni esa se merece, falla mucho y no permite hacer ningún movimiento así vaya a la sucursal no arreglan nada",negative
1,2023-09-12,"Desde hace unos meses a empeorado mucho la app ,es muy lenta para abrir la app ,lastima :( tan bien que estaba antes",negative
5,2023-09-12,Muy funcional,positive
5,2023-09-12,Ok,positive
1,2023-09-12,Tarda mucho en abrir la app y siempre dice que la ubicación está mal.,negative
5,2023-09-12,Excelente,positive
1,2023-09-12,La app no funciona. No te deja registrarte.,negative
1,2023-09-12,"La app últimamente a sido bastante deficiente,no me permite hacer transferencias y me pide que acuda a una sucursal a activar mi app y al acudir a una ellos simplemente dicen que no es problema de ellos si no de la app servicio nefasto",negative
5,2023-09-11,Asta orita no e tenido problema,positive
5,2023-09-11,Ok al 100,positive
5,2023-09-11,Muy bueno y recomdado,positive
2,2023-09-11,"No me deja ingresar a mí app, mis datos son correctos Pero la app no me deja ingresar.",negative
5,2023-09-11,"Ya pude entrar a la aplicación, gracias",positive
3,2023-09-11,No puedo entrar a la app.,negative
2,2023-09-11,Util.?,mixed
1,2023-09-11,Una porquería,negative
1,2023-09-11,Por que cada semana quieren estar asiendo que uno actialice su app si no nada más no funciona la app si no la actualiza uno es pésimo el servicio de esta app bancoppel,negative
5,2023-09-11,Genial,positive
1,2023-09-11,I cant open the app why?????,negative
1,2023-09-11,Tengo todos mis datos bien y quiero ingresar ala aplicacion y no me permite me dise ke lo intente el sigiente dia y asi consecutivamente,negative
2,2023-09-11,"Tarda mucho en abrir, demasiado tiempo",negative
5,2023-09-11,De mi parte excelente me ha brindado un super servicio,positive
1,2023-09-11,Se bloquea demasiado la tarjeta de crédito y quedas como tonto a la hora de pagar,negative
5,2023-09-11,Me parece bien pero está fallando una vez mas,neutral
1,2023-09-11,Muy mala xk tengo mucho tiempo intentando instalar está aplicación y no m permite????????,negative
5,2023-09-11,Excelente . Gracias.,positive
1,2023-09-11,No funciona,negative
1,2023-09-11,No sirve arreglen todo de nuevo,negative
5,2023-09-11,Muy facil de usar,positive
1,2023-09-11,Mal muy mal pesima nunca puedo entrar bien ala aplicación,negative
5,2023-09-11,Eyyy buenos stoy complacido con su atención,positive
1,2023-09-11,"Siempre que quiero comprar por internet, me retienen dienero haciéndome desacompletar la cantidad y TODAVÍA LO REGRESAN AL MES. ME HA PASADO 3 VECES",negative
1,2023-09-11,SE ESTÁ BATALLANDO Y NISIQUIERA DAN SOLUCIÓN!!,negative
1,2023-09-11,Ya no me esta sirviendo,negative
1,2023-09-11,"Había la opción de apartados que se me hacía muy chido para no gastarme el dinero y organizarme con mis pagos o ahorros, con la actualización ya no aparece este apartado y el dinero que tenía ahorrado no me aparece, solo aparece como saldo retenido pero no sé cómo recuperarlo.",negative
3,2023-09-11,Cada vez que quiero usar la aplicación se tiene que actualizar y aparte te pide contraseñas nuevas,negative
1,2023-09-11,Siempre es demasiado lenta!!se vatalla muchisimo para Actualizar,negative
5,2023-09-11,Buena,positive
5,2023-09-11,Buena aplicacion,positive
5,2023-09-11,Jenial,positive
3,2023-09-11,Es lenta para cargarse,negative
5,2023-09-11,Fácil de operar,positive
1,2023-09-11,No me deja ingresar ala aplicación :(,negative
1,2023-09-11,Pesima no m permite acceder,negative
1,2023-09-11,"Con la actualización no abre la aplicación o tarda en abrir. En lugar de mejorar, este empeora.",negative
5,2023-09-10,Muy buenas aplicacion,positive
1,2023-09-10,No me deja meter mi información,negative
1,2023-09-10,"Pésimo servicio, no me deja abrir mi cuenta",negative
5,2023-09-10,Muy buena ...,positive
5,2023-09-10,Muy bien,positive
1,2023-09-10,Tarda demasiado tiempo en cargar aún estado conectado a una red wifi en pocas palabras una porqueria,negative
5,2023-09-10,Excelente aplicación para realizar los pagos sin necesidad de salir al banco,positive
5,2023-09-10,Muy bien,positive
1,2023-09-10,Esta nueva actualizacion muy pesima muy mala muy pesima se tiene que poner hora mal para que funcione y ir a la tienda a activar si cambias de celular y llegas a tienda y pesima atencion por que si no vas a apertura de cuenta no te atienden bien,negative
1,2023-09-10,Cada vez se batalla más para entrar a la aplicación tardo mucho y tengo que dejar de insistir para entrar y a las horas puedo eso molesta mucho,negative
1,2023-09-10,Buen dia al momento de descargar la app no me permite llega al 100% y aparece algo de que no está en función y mi contrato y todo ya firme,negative
1,2023-09-10,"De mal en peor,,,no me deja hacer transferencias me dice que necesito activar mi aplicación y hace 1 semana y media lo hize y otra vez me lo está volviendo a pedir ,,,pesimo",negative
1,2023-09-10,Muy mala aplicación ahora resulta que todos los que nacieron el día 29 de cualquier mes no nos permite ingresar a la aplicación,negative
1,2023-09-10,Demasiado errores,negative
1,2023-09-10,"Nunca carga la aplicación, siempre fallas",negative
1,2023-09-10,Retiene tu dinero,negative
5,2023-09-10,Todo bien,positive
1,2023-09-10,Más o menos.,negative
5,2023-09-10,Good,positive
1,2023-09-10,"Estas buena para una emergencia.... 1 estrella , ni la recomiendo",negative
1,2023-09-10,"No me deja abrirla, me pide que la actualice en sucursal y en sucursal dicen que es porque se cayo a nivel nacional. HACE MAS DE 10 DÍAS",negative
1,2023-09-10,"Hace 6 años abrí mi cuenta para poder hacer transferencias y compras en línea, cambie mi teléfono y la aplicación se cerró, al abrirla de nuevo resulta que lo que yo ocupo no puedo hacerlo por qué la app quiere que tenga una versión que el playa store no tiene...mejor hay que cambiar de banco.",negative
1,2023-09-10,"Actualicen su pinché aplicación a la 28 porque la 27 no sirve para nada, tengo tiempo que no puedo hacer trasferencias ni compras, mejor me cambio de banco si no veo atención a clientes verdadera.",negative
5,2023-09-10,Muy buena,positive
1,2023-09-10,"Va muy mal la app no me apacere el candado de desbloquear mi tarjeta y es muy lento todo, espero la puedan mejorar",negative
3,2023-09-10,Me gustaría que se pudiera usar el correo electrónico suplentando el número de teléfono,negative
5,2023-09-10,Buena,positive
1,2023-09-10,Llevo semanas sin poder abrir la aplicación por error de la app.,negative
5,2023-09-10,Execelente gracias,positive
1,2023-09-10,Esta bloqueada,negative
5,2023-09-09,Excelente,positive
5,2023-09-09,Muy bueno,positive
1,2023-09-09,Tengo poco con ella me pidió actualización y cuando llega al 100 % de la descarga me pide que lo intente de nuevo,negative
1,2023-09-09,"Ha dejado de funcionar como antes, de hecho, mejor me cambiaré de banco, ya que nutcase dan solution ni en banco ni por telefono",negative
1,2023-09-09,"Se traba mucho la aplicación y luego no permite entrar por qué no has activado la ubicación, cuando ya está activa y con los permisos consedidos",negative
1,2023-09-09,Pésima,negative
1,2023-09-09,muy mala,negative
3,2023-09-09,"Me marca error ID000004 cual es ese error y como solucionarlo, por favor.",negative
4,2023-09-09,Buena,positive
1,2023-09-09,Es una basura si me lo preguntan No gasten memoria ni tiempo,negative
4,2023-09-09,Buen servicio,positive
1,2023-09-09,No sirve,negative
5,2023-09-09,Excelente servicio Siempre se m facilita mis movimientos o transferencia que hago son siempre seguro Gracias a este servicio hay más seguridad con mi cuenta BanCoppel .,positive
2,2023-09-09,"Solucionen lo de las transferencias al momento de hacerla me aparece que tengo que activar la banca, llame y me dijeron que tenia que ir a sucursal el día de hoy fui y me dijeron que el problema es de la aplicación que aun no solucionan eso que ya llevan varios días sin poderlo solucionar ??",negative
1,2023-09-09,"No se puede realizar transferencias en la app, pide ir a la sucursal para activarla en el teléfono celular, ya fui tres veces para activarla y me sigue pidiendo volver a ir a alguna sucursal, ????",negative
5,2023-09-09,Muy buena La aplicacion,positive
1,2023-09-09,Se pone muy difícil acceder,negative
1,2023-09-09,No puede ser que cada que quiero hacer una transferencia tenga que desactivar la hora automática y ponerla manual para que pueda funcionar la aplicación. Arreglen esto porfavor,negative
1,2023-09-09,ya no me deja Acer transferencia ya fui a las oficinas de Coppel y no me resolvieron nada que era falla del la apps,negative
1,2023-09-09,Pésima,negative
1,2023-09-09,Muy mal ni si quiera pude entrar. Me marca sin conexión pero si tengo internet,negative
5,2023-09-09,"me resultó,excelente,está,aplicacion",positive
5,2023-09-09,Muy buena recomendada,positive
1,2023-09-09,"No abre, se queda cargando",negative
1,2023-09-09,Es muy lenta la actualisacion tarda cada vez mas,negative
1,2023-09-09,No puedo transferir ni hacer ningún movimiento. Me dicen en sucursal que desde hace 15 días pasa esto y no dan solución para algo tan básico,negative
1,2023-09-09,"Buen día, alguien podría decirme si alguien tiene problemas para abrir la app, esq a no me deja entrar para nada y ya me preocupe??",negative
1,2023-09-09,Me parece una maldita basura el tener qur ir al banco para hacer una transferencia cuando ya tengo iniciada secion neta es un asco,negative
5,2023-09-09,Excelente,positive
3,2023-09-09,Cada vez peor....ahora me dice a cada rato que cambie la huella....ya no puedo !!!!!x D,negative
5,2023-09-09,"Muy práctica, solo les falta que se pueda cargar paquetes de Telcel o recargas de puro internet",positive
5,2023-09-09,Muy buena,positive
5,2023-09-09,Muy bien,positive
1,2023-09-09,No puedo usarla no funciona,negative
1,2023-09-09,No se puede abrir,negative
1,2023-09-09,"ahora cada semana que deseo realizar transferencia me dice que no se puede por procesos administrativos con banxico, era una aplicación que utilizaba bastante para mis pagos pero creo que ya no mas",negative
1,2023-09-08,No se para cuando van hacer esas mejoras ya que lleva días sin poder hacer transferencias,negative
1,2023-09-08,"Es una basura de aplicación, no se puede abrir mi cuenta, nesesita una señal deuy buena calidad si no no funciona",negative
1,2023-09-08,Muchos problemas para abrir mibanca,negative
1,2023-09-08,A cada rato pide actualización y deja de funcionar dos dias si quieres hacer un movimiento urgente falla ??,negative
5,2023-09-08,Todo bien,positive
1,2023-09-08,malísima,negative
1,2023-09-08,La verdad está muy lento al actualizarlo no es posible recomendar le buena calificación,negative
1,2023-09-08,"La aplicación es una porquería, siempre tiene fallas. Nunca deja checar crédito ni nada",negative
1,2023-09-08,"Muy mala aplicación, no dan solución, mejor busquen otras opciones no se los recomiendo",negative
1,2023-09-08,Demasiado lenta,negative
1,2023-09-08,Se supone que desde ayer me llegó el correo que ya me habia llegado una transferencia que me iban a hacer por un reembolso y cuando entró a la app no aparece reflejado ??,negative
1,2023-09-08,Que onda con la app no puedo entrar q porq no ay red .yevo días intentando entrar y me aparece lo mismo y no puedo entrar,negative
1,2023-09-08,Mal servicio no me deja dar de alta la app tengo una semana queriendo y me sale que no está en servicio,negative
5,2023-09-08,Mal para realizar pagos o compras por la aplicación,mixed
1,2023-09-08,"Horrible no me gusta, falla muchísimo",negative
5,2023-09-08,Muy buen servicio,positive
1,2023-09-08,"Es un intento de banca móvil, deja mucho que desear, por no decir ""una b@sura de app""",negative
1,2023-09-08,Acabo de actualizar y se cierra en medio de la realización de transferencias. Sólo sé que sí se hizo porque la persona confirmó. Ya me pasó dos veces tras la actualización,negative
5,2023-09-08,.uy buena aplicación,positive
1,2023-09-08,demasiadas fallas,negative
5,2023-09-08,De lo mejor y sin comisiones,positive
1,2023-09-08,Basura de aplicación siempre fallando,negative
5,2023-09-08,Buena atención y amabilidad,positive
1,2023-09-08,"La App solía funcionar bien ahora no me abre porque dice que no tengo mi ubicación prendida, aunque siempre la tengo, no la apago y sin embargo me dice que no esta prendida y no puedo hacer nada más que reiniciar el celular cada vez que quiera usarla",negative
1,2023-09-08,pesima,negative
1,2023-09-08,No me gusta no abre siempre están en mantenimiento y no puedo tener mi dinero en disponible,negative
1,2023-09-08,Me retiene las trasferencia que recibo en saldo retenido por más de 24 horas no es muy grato esto,negative
1,2023-09-08,"Cada vez peor, al iniciar sesión me pone un error.",negative
1,2023-09-08,Tiene muchos fallos y a cada rato hay problemas para hacer los movimientos,negative
5,2023-09-08,Exelente app,positive
1,2023-09-08,No abre la aplicación con esta actualización se queda oarailizada,negative
1,2023-09-08,"tengo que cambiar el horario para poder hacer una transferencia , es muy odioso tener que hacer eso ??",negative
1,2023-09-08,"No abre ,me dice que ponga la ubicación y ya está puesta y no funciona",negative
1,2023-09-08,Mala app,negative
1,2023-09-08,"Esta horrible, no me deja transferir, ni retirar ni nada. Mejoren su app",negative
5,2023-09-08,Bernardomora,positive
1,2023-09-07,A ver si por aquí hacen algo de caso hasta cuando se va poder utilizar bien su aplicación.... Tiene muchísimas fallas que falta de respeto para los usuarios que no podemos salir y que tenemos que recurrir a la aplicación que al menos a mi ya lleva mas de una semana sin funcionar bien y aunque la elimine y vuelva a instalar sigue igual y si cambio de equipo es lo mismo sigue sin funcionar,negative
1,2023-09-07,Es u a basura no permite ni hacer los movibasicos para registrarte,negative
5,2023-09-07,Exelente,positive
1,2023-09-07,Dice que mis datos no coinciden pero por algo lo tebgo anotado esta muy malo el sistema,negative
5,2023-09-07,No puedo actualizar mi app,mixed
1,2023-09-07,No me deja entrar y dice que mis datos son incorrectos cuando están correctos,negative
1,2023-09-07,"Cada vez se vuelve más pesada,y se supone que debe ser menos pesada y solo agregar lo necesario. Y super lenta cada actualización",negative
1,2023-09-07,Esta actualización que piden a fuerzas me hace ver que dejare de usar bancoppel y me cambiaré a otro banco con mejores opciones,negative
1,2023-09-07,Nefasta cada día ..... Ahora ya no sirve de nada que tenga uno el código digital para hacer comprarñs con tarjeta por qué se hacen cargos que uno no sabe de qué son y haces aclaración y tampoco dan ningún tipo de resultado,negative
1,2023-09-07,Era buena la aplicación. No sé que le hicieron porque ya no permite hacer transferencias spei. Hagan un downgrade o traten bien a su equipo de TI. Un saludo.,negative
1,2023-09-07,Me pide actualizar y no me deja..no puedo acceder a mi cuenta desde hace 5 dias! ..,negative
5,2023-09-07,La aplicacion es facil de usar a mi me encanto,positive
1,2023-09-07,Estaba mejor la anterior actualización,negative
1,2023-09-07,Ya no me gusto buscaré otro banco qué su banca en línea se pueda activar cuando quiera en otro equipo y no tener q pasar a sucursal para activar la app es una perdida de tiempo no hay banco cerca de bancoppel,negative
3,2023-09-07,Esta app no la recomiendo para nada siempre falla al hacer cualquier operación te saca a cada rato uso Santander y banco azteca y no hacen está falla solo bancoppel aparte es muy lenta,negative
3,2023-09-07,Todo bien,positive
5,2023-09-07,Muy buenos cer vicios gracias coppel por tu pasiensia,positive
4,2023-09-07,Excelente,positive
5,2023-09-07,B..,positive
5,2023-09-07,??,positive
5,2023-09-07,La mejor aplicación,positive
1,2023-09-07,Ninguno,negative
1,2023-09-07,Mal... No funciona mi App... Ya acudi a la sucursal y NO ME ACTIVARON MI APP QUÉ POR QUE NO HAY ACTUALIZACIÓN,negative
1,2023-09-07,Le doy solo una estrella ya que es super mala,negative
1,2023-09-07,No vale Pito,negative
1,2023-09-07,No puedo entrar ala aplicación dise que mi dispositivo a Sido modificado pero no es así .. que asco de aplicación,negative
5,2023-09-07,Cuando se actualiza es mas agil,mixed
5,2023-09-07,Todo bien gracias,positive
1,2023-09-07,"Esta horrible la aplicación, acabo de cambiar de dispositivo y ahora me pide que active la aplicación en sucursal, pero que diablos les pasa, antes no sucedía, contraten mejores desarrolladores.",negative
1,2023-09-06,"Horrible, terrible, mal, te pide permisos innecesarios, tienes que ir a sucursal para que puedas ingresar a una aplicación tan simple, las verdad pésimo servicio",negative
5,2023-09-06,Excelente,positive
2,2023-09-06,Bien,mixed
1,2023-09-06,No jala esta Madre,negative
1,2023-09-06,Mal.. no me permite hacer ningún movimiento.. acudí a sucursal y dicen que app se tiene que actualizar ??????????????,negative
1,2023-09-06,No puedo actualizar la App,negative
1,2023-09-06,Primero me pedía ubicación y estaba activada... Despues ya no cargo la app.,negative
3,2023-09-06,Ya esta funcionando con normalidad pero los fines de Semana o por las noches no funciona,negative
5,2023-09-06,Me siento satisfecha de los servicios que ofrecen.,positive
5,2023-09-06,Me gusta mucho es una buena app funciona muy bien no no e tenido dificultades para nada,positive
1,2023-09-06,No me deja hacer compras en línea porque no me da el código dinámico y ahora que tuve que borrar la app y quiero volver a ponerla no me deja acceder a mi cuenta,negative
1,2023-09-06,Desde su última actualización va pesima en poco x3 simplemente no deja abrir y pide que apague y encienda el gps un sin fin de veces hasta que la app se digna a funcionar,negative
5,2023-09-06,Er l er,neutral
5,2023-09-06,Muy buena,positive
1,2023-09-06,No me deja entrar y me dice que no están bien mis datos y todo está en orden orrible,negative
2,2023-09-06,No puedo entrar a la app. Yengo un samsun A34 y creo que no es compatible me pone que tiene un error y me saca.,negative
4,2023-09-06,Buena,positive
1,2023-09-06,"Terrible, te pide actualización y no te deja ingresar, demasiado lenta y te saca ??",negative
5,2023-09-06,Es muy buena,positive
3,2023-09-06,Esta muy lenta lamaplicacion,negative
5,2023-09-06,excelente muy sencilla y efectiva,positive
1,2023-09-06,Una app basura no abre solo hace perder tiempo,negative
3,2023-09-06,"No es funcional para poner recargas a CEL., ni sirve para comprar Melate en línea.",negative
1,2023-09-06,"Falla nuevamente, me pide asistir a la sucursal, voy a la sucursal y me dicen que eso no lo solucionan ellos. Por lo tanto, mi opinion, pésima apo",negative
5,2023-09-06,"En lo personal, me funciona muy bien . Realizo mis depositos y transferencia con exito, me sirve mucho y super rapido y.no se traba como otras app de.banco",positive
1,2023-09-06,"No sirve, no es necesario tanto permiso, no puedo poner mis datos y es a fuerza ir a una sucursal para hacer lo que se podría desde la app. Pésima.",negative
5,2023-09-06,Excelente,positive
4,2023-09-06,Muy buena la aplicación,positive
5,2023-09-06,Exellente,positive
1,2023-09-06,"No vuelvo a usa la aplicación, es pesimaaaa ??????",negative
1,2023-09-06,Cada que voy a hacer una transferencia la aplicación me pide que cambie mi horario. Eso es muy incómodo porque tengo que estar moviendo y después actualizando mi hora,negative
1,2023-09-06,Es muy lenta,negative
5,2023-09-06,Excelente,positive
1,2023-09-06,No deja entrar,negative
3,2023-09-06,"No me habre, me marca que no se pudo obtener mi ubicación a pesar de estar activada",negative
5,2023-09-06,excelente,positive
4,2023-09-06,Aveces no están disponibles algunos servicios,neutral
1,2023-09-06,Basura,negative
1,2023-09-06,"Arreglen la app, hace rato que no funciona en los Android",negative
1,2023-09-06,"No sirve y siempre tienes que activar y desactivar la ubicación, una porquería",negative
5,2023-09-06,Al 100,positive
4,2023-09-06,Bien,positive
1,2023-09-06,Fue una buena aplicacion. Pero ahora puedo decir que es la peor. Es horrible eso de estar cambiando la hora para poder hacer una transferencia y si se olvida no have el envio y tengo que reiniciar todo el telefono porque ya no abre la aplicacion,negative
5,2023-09-06,Es la manera .ejor de salir adelante con banCoppel,positive
2,2023-09-06,Si sirve,neutral
1,2023-09-06,muy lenta,negative
5,2023-09-05,Es una muy buena banca,positive
1,2023-09-05,No me esta abriendo la aplicación porque no encuentra la ubicación,negative
5,2023-09-05,Muy buena experiencia,positive
5,2023-09-05,Buena app,positive
5,2023-09-05,Muy buena me explicaron muy bien y muy entendible,positive
5,2023-09-05,Exelente servicio,positive
4,2023-09-05,Excelente atención y servicio...puede mejorar...Plan de Pagos Fijos...para TDC... saludos...,positive
2,2023-09-05,"A cada rato me pide activar y me deja sin saber que. Con mis movimientos, me. Detiene en todo pierdes mucho tiempo",negative
1,2023-09-05,Casi no sirve ??,negative
1,2023-09-05,Muy malo su funcionamiento,negative
5,2023-09-05,????,positive
5,2023-09-05,Excelente aplicación,positive
1,2023-09-05,"Buen día, no me esta permitiendo realizar transferencias, es algo que uso día a día",neutral
1,2023-09-05,No me puedo registrar,negative
1,2023-09-05,Demasiado lenta tendré que cambiar de banco,negative
5,2023-09-05,Excelente,positive
1,2023-09-05,"Pésimo, te hace tener que ir hasta la sucursal para activar la app y no puedo utilizar mi dinero Hasta acudir a una sucursal, quería transferir a una cuenta de otro banco ya que estoy cerca para retirar efectivo para un taxi, son las 11 de la noche y ninguna cajero o sucursal está de coppel está disponible",negative
5,2023-09-05,Exelente servicio,positive
5,2023-09-05,Excelente servicio gracias,positive
5,2023-09-05,??,mixed
1,2023-09-05,"Casi siempre está en reparación, no sirve",negative
3,2023-09-05,No m deja acceder. M dice que no se pudo obtener mi ubicación,negative
1,2023-09-05,"Pésima,",negative
5,2023-09-05,Excelente,positive
1,2023-09-05,Luego ni me deja sacar ni transferir mi dinero. Horrible.,negative
1,2023-09-05,Es muy inestable,negative
5,2023-09-04,Super excelente. Para mi,positive
3,2023-09-04,Sugerencia! Hacer la recarga de Telcel como paquete y no solo como saldó,neutral
3,2023-09-04,En ocasiones falla,positive
1,2023-09-04,"Ésta app de una tremenda basura, no sirve para nada solamente para llenarte la memoria, te piden datos que ya tienes & al momento de confirmarlos te manda un error & un numero que es del error",negative
1,2023-09-04,Se pone más lenta por qué cada vez que la actualizan pesa más y pues si uso cómo cualquier otra banca móvil no tiene nada de especial.,negative
2,2023-09-04,Muy lenta para abrir,negative
1,2023-09-04,Recién reinstale la aplicación y ahora me marca error de activación.,negative
1,2023-09-04,"Muy mala App de banco permisos innecesarios, ni si quiera me deja hacer transferencias a otros bancos",negative
1,2023-09-04,"Actualización 4 de septiembre FINSUS 14.55% de interés con opción de obtener interés cada mes, SUPERTASAS 13.5% de interes en inversión con opción de interes cada mes, KLAR con 14% de rendimiento al año, CETES DIRECTO 11.06 de interés con rendimiento diarios y NO dejen que estos ojetes les den una miseria de interés SÓLO si cumplen el año; piensen e investiguen antes de invertir su dinero. No me voy a cansar hasta bancoppel dejen de ser unos perros RATAS.",negative
5,2023-09-04,Si trabajan bien,positive
1,2023-09-04,"Bajo mucho la calidad de la aplicación, marca error 917 y casi es imposible hacer transferencias, espero arreglen este inconveniente",negative
1,2023-09-04,Muy mala aplicación para revisar tu saldo,negative
5,2023-09-04,Buena app,positive
5,2023-09-04,Muy buena app,positive
5,2023-09-04,Bien me a sido útil buena aplicación,positive
5,2023-09-04,Muy practico,positive
3,2023-09-04,Me falla mucho,negative
1,2023-09-04,No abre la aplicacion,negative
1,2023-09-04,"Tenía dinero depositado en mi tarjeta de débito, por alguna razón me falta dinero y no me muestra porque me falta o quien o a que hora, no me dice en los movimientos porque es que me falta ese dinero. NO ME DEJA HACER COMPRAS CON MI TARJETA DE DÉBITO!!!!!!",negative
2,2023-09-04,Me gusta xq puedo hacer transferencias,mixed
5,2023-09-04,Buena,positive
1,2023-09-04,"Ayer actualize mi app y no me deja hacer transferencias, me sale que active mi app en una sucursal, hoy acudí y me dicen que mi app esta activada y que no hay ningun error en mi cuenta y en mi tarjeta, necesito que solucionen eso.",negative
1,2023-09-04,Muy mala y lenta esta aplicación,negative
4,2023-09-04,Genial,positive
1,2023-09-03,Pesimo,negative
5,2023-09-03,Exekente,positive
3,2023-09-03,"Es una batalla con el token digital, hay páginas que solo admiten 3 dígitos y la app te da 6",negative
3,2023-09-03,"Me ha funcionado muy bien para estar al pendiente de mis gastos y abonos, peor está última actualización me ha dejado con un susto que tuve que ir a la sucursal para resolver la situación y es que cada día que pasa el sistema me muestra diferentes salgo, no s even reflejados los pagos y aunque no me resolvieron la duda de por qué sucedía al menos me dijeron que en el sistema si aparecen los pagos. De igual manera tendré que volver a ir por qué sigue igual la situación.",negative
1,2023-09-03,Pésima,negative
1,2023-09-03,Simplemente es una basura esta app,negative
1,2023-09-03,"Lo calificaría con menos de una estrella, tal vez con un 0.3 porque está cada vez peor, no funciona, ojalá chambearan como se debe los desarrolladores, porque para lo que cobra Coppel cada que hay que actualizar y sin contar que te cobran varias comisiones, pongale mas atención para poder ocupar bien la aplicación.",negative
1,2023-09-03,Estoy usando este aplicacion es bueno para su crediti,mixed
5,2023-09-03,Excelente,positive
1,2023-09-03,La aplicación tarda mucho en cargar cosas simples como los contacto guardados. Continuamente presenta errores que no permiten ingresar para hacer movimientos. Deja mucho que desear.,negative
1,2023-09-03,"Ya hece más de 8 días que no te deja realizar ninguna operación de desde la app, (no compras, transferencia ni nada) solo puedes ver tu saldó si es una basura",negative
1,2023-09-03,"Muy mal desarrollada, no deja ingresar aunque los datos sean correctos pésima herramienta",negative
5,2023-09-03,Es muy buena está aplicación se la recomiendo,positive
5,2023-09-03,Chale,neutral
5,2023-09-03,"Me ah ayudado tanto, gracias sp fácil de entender",positive
1,2023-09-03,No puedo acceder a la aplicación me.pide q me registre de nuevo y al hacerlo me marca error,negative
1,2023-09-03,"Ya llevo tres días que no puedo abrir la aplicación me dice que hay un error en mi red de WiFi, la desinstale y la instale y sigue igual.",negative
4,2023-09-03,"Muy buena, esperamos que los servicios sean excelentes.",positive
1,2023-09-03,Ya ni abre esta chingadera,negative
5,2023-09-02,Es bueno,positive
5,2023-09-02,Buena Eficas Fácil de usar Muy necesaria,positive
4,2023-09-02,Buena,positive
1,2023-09-02,Muy mala para todo pide permisos q no vienen al casó y nunca la pude abrir mala la aplicación más el tiempo perdido para la descarga ??,negative
1,2023-09-02,Que aplicación tan inútil solo abre con WiFi y que sea de día por que de noche no funciona,negative
5,2023-09-02,Exelente,positive
2,2023-09-02,La aplicación es muy mala se tarda mucho en abrir,negative
1,2023-09-02,No abre ña aplicación,negative
5,2023-09-02,Muy bien,positive
1,2023-09-02,necesito q alguien me ayude abrir mi aplicacion ya me arte. o diganme si esto ya no sirve para sacar mi dinero,negative
5,2023-09-02,:/,mixed
1,2023-09-02,"Tuve que instalar la aplicación en un nuevo dispositivo, ahora me indica que para hacer cualquier movimiento debo acudir a mi banco para activar la aplicación. Anteriormente no pedía lo mismo y podía tenerla en más de un dispositivo sin ningún problema. Eso representa un problema porque ahora no puedo hacer nada en ninguno de los dos dispositivos, el lugar en dónde me encuentro no es de fácil acceso, el banco más cercano está a 4 horas en automóvil.",negative
1,2023-09-02,Pésima actualización. Me hacen ir más de una vez a sucursal para activar la app. Mientras queda no puedo hacer ningún movimiento con la tarjeta.,negative
1,2023-09-02,cómo todas al principio era excelente pero con las actualizaciones fue de mal a peor ya asta se pasma y ya teja aser mas,negative
4,2023-09-02,Atien vien,neutral
3,2023-09-02,[%!/@/],neutral
1,2023-09-02,pinche app ni sikiera abre por k dice k le hubicacion no está encendida,negative
5,2023-09-02,Hasta hoy asido un banco exelente,neutral
1,2023-09-02,"Dice la app que la opción de ser cliente no está disponible, favor de corregir éste grave erroe. Gracias",negative
1,2023-09-02,"Mala, no funciona para transferir a otras cuentas, ni compras por internet",negative
1,2023-09-02,Es mala y muy pobremente optimisada.,negative
5,2023-09-02,"Funciona muy bien, puedo hacer transferencias, pagos, recargas, apartados a plazos y RST??",positive
5,2023-09-02,Buena,positive
5,2023-09-02,Super,positive
5,2023-09-02,Excelente!,positive
